Date	Discharge	Baseflow	BFI Index	
2014-05-22	270	46.79	0.17	
2014-05-23	264	46.25	0.18	
2014-05-24	263	45.71	0.17	
2014-05-25	191	45.17	0.24	
2014-05-26	190	44.63	0.23	
2014-05-27	320	44.09	0.14	
2014-05-28	265	43.55	0.16	
2014-05-29	127	43.01	0.34	
2014-05-30	141	42.47	0.3	
2014-05-31	139	41.93	0.3	
2014-06-01	83.8	41.39	0.49	
2014-06-02	87.2	40.86	0.47	
2014-06-03	71.2	40.32	0.57	
2014-06-04	65.5	39.78	0.61	
2014-06-05	94.6	39.24	0.41	
2014-06-06	86.2	38.70	0.45	
2014-06-07	70.8	38.16	0.54	
2014-06-08	69.7	37.62	0.54	
2014-06-09	101	37.08	0.37	
2014-06-10	59.2	36.54	0.62	
2014-06-11	36	36	1	
2014-06-12	60.3	35.94	0.6	
2014-06-13	67.4	35.89	0.53	
2014-06-14	90.4	35.83	0.4	
2014-06-15	51	35.78	0.7	
2014-06-16	99.8	35.72	0.36	
2014-06-17	78.5	35.67	0.45	
2014-06-18	45.5	35.61	0.78	
2014-06-19	40.5	35.56	0.88	
2014-06-20	35.5	35.5	1	
2014-06-21	47.2	34.82	0.74	
2014-06-22	47.8	34.15	0.71	
2014-06-23	45.3	33.48	0.74	
2014-06-24	32.8	32.8	1	
2014-06-25	45.2	32.7	0.72	
2014-06-26	37.3	32.6	0.87	
2014-06-27	61.9	32.5	0.53	
2014-06-28	59.9	32.4	0.54	
2014-06-29	32.3	32.3	1	
2014-06-30	56.6	38.65	0.68	
2014-07-01	54.1	45.00	0.83	
2014-07-02	104	51.35	0.49	
2014-07-03	132	57.70	0.44	
2014-07-04	176	64.05	0.36	
2014-07-05	145	70.40	0.49	
2014-07-06	75.8	75.8	1	
2014-07-07	60	60	1	
2014-07-08	84.1	84.1	1	
2014-07-09	103	95.80	0.93	
2014-07-10	255	102.15	0.4	
2014-07-11	168	108.50	0.65	
2014-07-12	519	114.85	0.22	
2014-07-13	605	121.20	0.2	
2014-07-14	321	127.55	0.4	
2014-07-15	258	133.90	0.52	
2014-07-16	200	140.25	0.7	
2014-07-17	251	146.60	0.58	
2014-07-18	243	152.95	0.63	
2014-07-19	440	159.30	0.36	
2014-07-20	261	165.65	0.63	
2014-07-21	172	172	1	
2014-07-22	172	164.31	0.96	
2014-07-23	236	156.61	0.66	
2014-07-24	206	148.92	0.72	
2014-07-25	270	141.23	0.52	
2014-07-26	250	133.53	0.53	
2014-07-27	186	125.84	0.68	
2014-07-28	147	118.15	0.8	
2014-07-29	151	110.45	0.73	
2014-07-30	118	102.76	0.87	
2014-07-31	106	95.07	0.9	
2014-08-01	123	87.37	0.71	
2014-08-02	140	79.68	0.57	
2014-08-03	156	71.99	0.46	
2014-08-04	114	64.29	0.56	
2014-08-05	56.6	56.6	1	
2014-08-06	112	59.42	0.53	
2014-08-07	191	62.25	0.33	
2014-08-08	234	65.07	0.28	
2014-08-09	196	67.89	0.35	
2014-08-10	141	70.72	0.5	
2014-08-11	121	73.54	0.61	
2014-08-12	194	76.36	0.39	
2014-08-13	155	79.18	0.51	
2014-08-14	137	82.01	0.6	
2014-08-15	182	84.83	0.47	
2014-08-16	140	87.65	0.63	
2014-08-17	123	90.48	0.74	
2014-08-18	93.3	93.3	1	
2014-08-19	94.1	92.03	0.98	
2014-08-20	97.1	90.76	0.93	
2014-08-21	134	89.49	0.67	
2014-08-22	174	88.22	0.51	
2014-08-23	152	86.95	0.57	
2014-08-24	118	85.68	0.73	
2014-08-25	118	84.42	0.72	
2014-08-26	101	83.15	0.82	
2014-08-27	85.1	81.88	0.96	
2014-08-28	117	80.61	0.69	
2014-08-29	126	79.34	0.63	
2014-08-30	107	78.07	0.73	
2014-08-31	76.8	76.8	1	
2014-09-01	103	71.96	0.7	
2014-09-02	96.1	67.11	0.7	
2014-09-03	114	62.27	0.55	
2014-09-04	97.3	57.43	0.59	
2014-09-05	84.6	52.59	0.62	
2014-09-06	73	47.74	0.65	
2014-09-07	42.9	42.9	1	
2014-09-08	46	43.41	0.94	
2014-09-09	50.4	43.92	0.87	
2014-09-10	43.2	43.2	1	
2014-09-11	90.3	44.94	0.5	
2014-09-12	100	45.45	0.45	
2014-09-13	91.6	45.95	0.5	
2014-09-14	92.6	46.46	0.5	
2014-09-15	92.2	46.97	0.51	
2014-09-16	70.5	47.48	0.67	
2014-09-17	50.1	47.99	0.96	
2014-09-18	48.5	48.5	1	
2014-09-19	50.2	50.2	1	
2014-09-20	62.1	51.9	0.84	
2014-09-21	53.6	53.6	1	
2014-09-22	69.9	52.96	0.76	
2014-09-23	85.5	52.31	0.61	
2014-09-24	82.1	51.67	0.63	
2014-09-25	65.2	51.03	0.78	
2014-09-26	67.1	50.39	0.75	
2014-09-27	53.7	49.74	0.93	
2014-09-28	49.1	49.1	1	
2014-09-29	70.8	49.13	0.69	
2014-09-30	56.3	49.17	0.87	
2014-10-01	49.2	49.2	1	
2014-10-02	103	49.71	0.48	
2014-10-03	125	50.22	0.4	
2014-10-04	91.6	50.74	0.55	
2014-10-05	123	51.25	0.42	
2014-10-06	110	51.76	0.47	
2014-10-07	92.5	52.28	0.57	
2014-10-08	89.4	52.79	0.59	
2014-10-09	53.3	53.3	1	
2014-10-10	55.2	52.44	0.95	
2014-10-11	71.3	51.59	0.72	
2014-10-12	55.9	50.73	0.91	
2014-10-13	55.2	49.87	0.9	
2014-10-14	60.7	49.01	0.81	
2014-10-15	61	48.16	0.79	
2014-10-16	47.3	47.3	1	
2014-10-17	68.4	47.35	0.69	
2014-10-18	56.4	47.39	0.84	
2014-10-19	86.9	47.44	0.55	
2014-10-20	104	47.49	0.46	
2014-10-21	83.1	47.54	0.57	
2014-10-22	65.3	47.58	0.73	
2014-10-23	147	47.63	0.32	
2014-10-24	264	47.68	0.18	
2014-10-25	171	47.72	0.28	
2014-10-26	114	47.77	0.42	
2014-10-27	91.4	47.82	0.52	
2014-10-28	82.4	47.86	0.58	
2014-10-29	76	47.91	0.63	
2014-10-30	76.4	47.96	0.63	
2014-10-31	80.9	48.01	0.59	
2014-11-01	63.4	48.05	0.76	
2014-11-02	48.1	48.1	1	
2014-11-03	48.7	48.19	0.99	
2014-11-04	54.1	48.27	0.89	
2014-11-05	51.1	48.36	0.95	
2014-11-06	49.8	48.44	0.97	
2014-11-07	60.7	48.53	0.8	
2014-11-08	53	48.61	0.92	
2014-11-09	48.7	48.7	1	
2014-11-10	48	46.36	0.97	
2014-11-11	54.5	44.01	0.81	
2014-11-12	50.5	41.67	0.83	
2014-11-13	47.6	39.33	0.83	
2014-11-14	47.6	36.99	0.78	
2014-11-15	44.4	34.64	0.78	
2014-11-16	32.3	32.3	1	
2014-11-17	34.7	32.18	0.93	
2014-11-18	45.5	32.07	0.7	
2014-11-19	32.3	31.95	0.99	
2014-11-20	39.9	31.83	0.8	
2014-11-21	47.5	31.72	0.67	
2014-11-22	48.3	31.60	0.65	
2014-11-23	47.9	31.48	0.66	
2014-11-24	48	31.37	0.65	
2014-11-25	44.6	31.25	0.7	
2014-11-26	44	31.13	0.71	
2014-11-27	47.9	31.02	0.65	
2014-11-28	38	30.90	0.81	
2014-11-29	33.9	30.78	0.91	
2014-11-30	33.4	30.67	0.92	
2014-12-01	33.7	30.55	0.91	
2014-12-02	36.5	30.43	0.83	
2014-12-03	46.6	30.32	0.65	
2014-12-04	30.2	30.2	1	
2014-12-05	33.4	30.62	0.92	
2014-12-06	34.1	31.04	0.91	
2014-12-07	32.7	31.46	0.96	
2014-12-08	32.5	31.88	0.98	
2014-12-09	32.3	32.3	1	
2014-12-10	32.3	32.05	0.99	
2014-12-11	31.8	31.8	1	
2014-12-12	32.2	31.66	0.98	
2014-12-13	32.2	31.52	0.98	
2014-12-14	32.4	31.39	0.97	
2014-12-15	32.4	31.25	0.96	
2014-12-16	32.2	31.11	0.97	
2014-12-17	33	30.98	0.94	
2014-12-18	48.4	30.84	0.64	
2014-12-19	30.7	30.7	1	
2014-12-20	32.3	32.3	1	
2014-12-21	33.2	32.33	0.97	
2014-12-22	44.5	32.36	0.73	
2014-12-23	47	32.39	0.69	
2014-12-24	47.2	32.41	0.69	
2014-12-25	45.6	32.44	0.71	
2014-12-26	32.7	32.47	0.99	
2014-12-27	32.5	32.5	1	
2014-12-28	39.3	32.49	0.83	
2014-12-29	46.2	32.47	0.7	
2014-12-30	42.4	32.46	0.77	
2014-12-31	37.3	32.44	0.87	
2015-01-01	37.9	32.43	0.86	
2015-01-02	36.2	32.41	0.9	
2015-01-03	32.4	32.4	1	
2015-01-04	32.2	32.2	1	
2015-01-05	41.3	32.46	0.79	
2015-01-06	45.2	32.72	0.72	
2015-01-07	45.2	32.98	0.73	
2015-01-08	37.9	33.24	0.88	
2015-01-09	33.5	33.5	1	
2015-01-10	35.9	35.32	0.98	
2015-01-11	89.6	37.13	0.41	
2015-01-12	177	38.95	0.22	
2015-01-13	188	40.77	0.22	
2015-01-14	132	42.58	0.32	
2015-01-15	74	44.40	0.6	
2015-01-16	50.8	46.22	0.91	
2015-01-17	62.8	48.03	0.76	
2015-01-18	56.9	49.85	0.88	
2015-01-19	69.9	51.67	0.74	
2015-01-20	71.7	53.48	0.75	
2015-01-21	55.3	55.3	1	
2015-01-22	62.4	54.44	0.87	
2015-01-23	68.9	53.58	0.78	
2015-01-24	73.4	52.72	0.72	
2015-01-25	68.8	51.86	0.75	
2015-01-26	105	51.00	0.49	
2015-01-27	92.8	50.14	0.54	
2015-01-28	88.9	49.28	0.55	
2015-01-29	72.4	48.42	0.67	
2015-01-30	51	47.56	0.93	
2015-01-31	46.7	46.7	1	
2015-02-01	55.4	45.42	0.82	
2015-02-02	63	44.15	0.7	
2015-02-03	56.3	42.88	0.76	
2015-02-04	52.1	41.60	0.8	
2015-02-05	49.7	40.32	0.81	
2015-02-06	53.7	39.05	0.73	
2015-02-07	53.9	37.78	0.7	
2015-02-08	36.5	36.5	1	
2015-02-09	55.2	37.24	0.67	
2015-02-10	55.1	37.99	0.69	
2015-02-11	49	38.73	0.79	
2015-02-12	52.2	39.47	0.76	
2015-02-13	59.4	40.21	0.68	
2015-02-14	49.3	40.96	0.83	
2015-02-15	48.7	41.70	0.86	
2015-02-16	47.6	42.44	0.89	
2015-02-17	56.6	43.19	0.76	
2015-02-18	58.6	43.93	0.75	
2015-02-19	58.7	44.67	0.76	
2015-02-20	49.3	45.41	0.92	
2015-02-21	55.1	46.16	0.84	
2015-02-22	46.9	46.9	1	
2015-02-23	57.2	48.46	0.85	
2015-02-24	75.9	50.02	0.66	
2015-02-25	108	51.58	0.48	
2015-02-26	211	53.14	0.25	
2015-02-27	208	54.71	0.26	
2015-02-28	159	56.27	0.35	
2015-03-01	109	57.83	0.53	
2015-03-02	102	59.39	0.58	
2015-03-03	105	60.95	0.58	
2015-03-04	130	62.51	0.48	
2015-03-05	128	64.07	0.5	
2015-03-06	103	65.63	0.64	
2015-03-07	98.2	67.19	0.68	
2015-03-08	92.6	68.76	0.74	
2015-03-09	83.6	70.32	0.84	
2015-03-10	77.4	71.88	0.93	
2015-03-11	83.1	73.44	0.88	
2015-03-12	75	75	1	
2015-03-13	120	76.43	0.64	
2015-03-14	136	77.86	0.57	
2015-03-15	130	79.29	0.61	
2015-03-16	110	80.72	0.73	
2015-03-17	136	82.15	0.6	
2015-03-18	136	83.58	0.61	
2015-03-19	132	85.01	0.64	
2015-03-20	110	86.44	0.79	
2015-03-21	97.6	87.87	0.9	
2015-03-22	89.3	89.3	1	
2015-03-23	89.3	87.82	0.98	
2015-03-24	94.2	86.35	0.92	
2015-03-25	92	84.88	0.92	
2015-03-26	83.4	83.4	1	
2015-03-27	141	82.76	0.59	
2015-03-28	141	82.11	0.58	
2015-03-29	135	81.47	0.6	
2015-03-30	138	80.83	0.59	
2015-03-31	107	80.19	0.75	
2015-04-01	94.4	79.54	0.84	
2015-04-02	78.9	78.9	1	
2015-04-03	94.3	79.39	0.84	
2015-04-04	125	79.89	0.64	
2015-04-05	100	80.38	0.8	
2015-04-06	96.2	80.87	0.84	
2015-04-07	123	81.36	0.66	
2015-04-08	127	81.86	0.64	
2015-04-09	127	82.35	0.65	
2015-04-10	141	82.84	0.59	
2015-04-11	150	83.34	0.56	
2015-04-12	147	83.83	0.57	
2015-04-13	148	84.32	0.57	
2015-04-14	111	84.81	0.76	
2015-04-15	99.7	85.31	0.86	
2015-04-16	85.8	85.8	1	
2015-04-17	87.3	83.87	0.96	
2015-04-18	87.2	81.94	0.94	
2015-04-19	91.8	80.01	0.87	
2015-04-20	82.2	78.08	0.95	
2015-04-21	99.3	76.15	0.77	
2015-04-22	89.3	74.22	0.83	
2015-04-23	97.4	72.29	0.74	
2015-04-24	98.7	70.36	0.71	
2015-04-25	85.4	68.43	0.8	
2015-04-26	66.5	66.5	1	
2015-04-27	88.6	66.22	0.75	
2015-04-28	88.4	65.94	0.75	
2015-04-29	82.2	65.66	0.8	
2015-04-30	71	65.38	0.92	
2015-05-01	65.1	65.1	1	
2015-05-02	84	65.2	0.78	
2015-05-03	70.8	65.3	0.92	
2015-05-04	65.4	65.4	1	
2015-05-05	88	65.79	0.75	
2015-05-06	70.8	66.17	0.93	
2015-05-07	67.9	66.56	0.98	
2015-05-08	88.5	66.94	0.76	
2015-05-09	112	67.33	0.6	
2015-05-10	124	67.71	0.55	
2015-05-11	103	68.10	0.66	
2015-05-12	128	68.49	0.54	
2015-05-13	132	68.87	0.52	
2015-05-14	125	69.26	0.55	
2015-05-15	135	69.64	0.52	
2015-05-16	126	70.03	0.56	
2015-05-17	82.3	70.41	0.86	
2015-05-18	70.8	70.8	1	
2015-05-19	76.1	76.1	1	
2015-05-20	86.8	75.74	0.87	
2015-05-21	120	75.37	0.63	
2015-05-22	254	75.01	0.3	
2015-05-23	242	74.65	0.31	
2015-05-24	228	74.28	0.33	
2015-05-25	187	73.92	0.4	
2015-05-26	155	73.56	0.47	
2015-05-27	371	73.19	0.2	
2015-05-28	461	72.83	0.16	
2015-05-29	294	72.47	0.25	
2015-05-30	190	72.11	0.38	
2015-05-31	186	71.74	0.39	
2015-06-01	184	71.38	0.39	
2015-06-02	185	71.02	0.38	
2015-06-03	151	70.65	0.47	
2015-06-04	125	70.29	0.56	
2015-06-05	111	69.93	0.63	
2015-06-06	88.7	69.56	0.78	
2015-06-07	69.2	69.2	1	
2015-06-08	74.4	66.46	0.89	
2015-06-09	69.2	63.72	0.92	
2015-06-10	67.8	60.99	0.9	
2015-06-11	73.8	58.25	0.79	
2015-06-12	67.8	55.51	0.82	
2015-06-13	53.4	52.78	0.99	
2015-06-14	47.8	47.8	1	
2015-06-15	47.3	47.3	1	
2015-06-16	66.3	47.4	0.71	
2015-06-17	86.5	47.5	0.55	
2015-06-18	92.3	47.6	0.52	
2015-06-19	85	47.7	0.56	
2015-06-20	57	47.8	0.84	
2015-06-21	49.1	47.9	0.98	
2015-06-22	48	48	1	
2015-06-23	47.7	46.15	0.97	
2015-06-24	48.1	44.31	0.92	
2015-06-25	50.5	42.46	0.84	
2015-06-26	49.1	40.62	0.83	
2015-06-27	48.7	38.77	0.8	
2015-06-28	48.1	36.92	0.77	
2015-06-29	46.8	35.08	0.75	
2015-06-30	47.4	33.23	0.7	
2015-07-01	39.7	31.38	0.79	
2015-07-02	30.5	29.54	0.97	
2015-07-03	33	27.69	0.84	
2015-07-04	25.8	25.8	1	
2015-07-05	24	24	1	
2015-07-06	44.5	23.92	0.54	
2015-07-07	49.8	23.84	0.48	
2015-07-08	37.4	23.76	0.64	
2015-07-09	35.1	23.69	0.67	
2015-07-10	42.2	23.61	0.56	
2015-07-11	60.6	23.53	0.39	
2015-07-12	47.7	23.45	0.49	
2015-07-13	42.9	23.37	0.54	
2015-07-14	38.2	23.29	0.61	
2015-07-15	33.7	23.21	0.69	
2015-07-16	33.7	23.14	0.69	
2015-07-17	33.3	23.06	0.69	
2015-07-18	25.8	22.98	0.89	
2015-07-19	22.9	22.9	1	
2015-07-20	24.4	23.08	0.95	
2015-07-21	44.9	23.26	0.52	
2015-07-22	37.8	23.43	0.62	
2015-07-23	33.1	23.61	0.71	
2015-07-24	32.6	23.79	0.73	
2015-07-25	33.1	23.97	0.72	
2015-07-26	32.5	24.14	0.74	
2015-07-27	32.5	24.32	0.75	
2015-07-28	24.5	24.5	1	
2015-07-29	35	24.39	0.7	
2015-07-30	32.5	24.29	0.75	
2015-07-31	32.5	24.18	0.74	
2015-08-01	32.5	24.08	0.74	
2015-08-02	32.5	23.97	0.74	
2015-08-03	32.5	23.87	0.73	
2015-08-04	32.5	23.76	0.73	
2015-08-05	27.5	23.66	0.86	
2015-08-06	32.5	23.55	0.72	
2015-08-07	32.5	23.45	0.72	
2015-08-08	32.5	23.34	0.72	
2015-08-09	32.5	23.24	0.71	
2015-08-10	32.5	23.13	0.71	
2015-08-11	32.5	23.03	0.71	
2015-08-12	32.5	22.92	0.71	
2015-08-13	32.5	22.82	0.7	
2015-08-14	32.5	22.71	0.7	
2015-08-15	32.5	22.61	0.7	
2015-08-16	22.5	22.5	1	
2015-08-17	22.5	22.5	1	
2015-08-18	26.5	22.5	0.85	
2015-08-19	26.5	22.5	0.85	
2015-08-20	22.5	22.5	1	
2015-08-21	22.5	22.5	1	
2015-08-22	22.5	22.5	1	
2015-08-23	22.5	22.46	1	
2015-08-24	22.5	22.41	1	
2015-08-25	22.5	22.37	0.99	
2015-08-26	22.5	22.33	0.99	
2015-08-27	22.5	22.29	0.99	
2015-08-28	22.3	22.24	1	
2015-08-29	22.2	22.2	1	
2015-08-30	22.3	22.2	1	
2015-08-31	22.3	22.2	1	
2015-09-01	22.2	22.2	1	
2015-09-02	22.2	22.2	1	
2015-09-03	22.5	22.25	0.99	
2015-09-04	23.1	22.28	0.96	
2015-09-05	22.5	22.30	0.99	
2015-09-06	22.5	22.32	0.99	
2015-09-07	22.7	22.35	0.98	
2015-09-08	22.5	22.38	0.99	
2015-09-09	22.4	22.4	1	
2015-09-10	22.6	22.22	0.98	
2015-09-11	21.8	21.8	1	
2015-09-12	21.8	21.8	1	
2015-09-13	22.7	21.67	0.95	
2015-09-14	21.8	21.48	0.99	
2015-09-15	21.3	21.3	1	
2015-09-16	21.4	21.3	1	
2015-09-17	21.3	21.3	1	
2015-09-18	21.3	21.3	1	
2015-09-19	21.7	21.42	0.99	
2015-09-20	22.1	21.48	0.97	
2015-09-21	21.7	21.54	0.99	
2015-09-22	21.6	21.6	1	
2015-09-23	21.6	21.6	1	
2015-09-24	21.8	21.8	1	
2015-09-25	26.8	22.33	0.83	
2015-09-26	56.4	22.58	0.4	
2015-09-27	72.5	22.82	0.31	
2015-09-28	36.8	23.07	0.63	
2015-09-29	31.8	23.31	0.73	
2015-09-30	28.1	23.56	0.84	
2015-10-01	23.8	23.8	1	
2015-10-02	40.4	24.51	0.61	
2015-10-03	41.2	25.22	0.61	
2015-10-04	32.1	25.92	0.81	
2015-10-05	32.3	26.63	0.82	
2015-10-06	45.2	27.34	0.6	
2015-10-07	36.3	28.05	0.77	
2015-10-08	29.7	28.76	0.97	
2015-10-09	42.1	29.47	0.7	
2015-10-10	49.5	30.18	0.61	
2015-10-11	36.2	30.88	0.85	
2015-10-12	33	31.59	0.96	
2015-10-13	32.3	32.3	1	
2015-10-14	35.9	32.98	0.92	
2015-10-15	48.1	33.65	0.7	
2015-10-16	36.9	34.32	0.93	
2015-10-17	35	35	1	
2015-10-18	49.7	34.84	0.7	
2015-10-19	48.7	34.67	0.71	
2015-10-20	49.5	34.51	0.7	
2015-10-21	50.4	34.35	0.68	
2015-10-22	73.6	34.18	0.46	
2015-10-23	70.4	34.02	0.48	
2015-10-24	67.9	33.86	0.5	
2015-10-25	67	33.69	0.5	
2015-10-26	54.2	33.53	0.62	
2015-10-27	50	33.37	0.67	
2015-10-28	49.2	33.21	0.67	
2015-10-29	48.7	33.04	0.68	
2015-10-30	47.9	32.88	0.69	
2015-10-31	48.5	32.72	0.67	
2015-11-01	35.5	32.55	0.92	
2015-11-02	37.3	32.39	0.87	
2015-11-03	47.7	32.23	0.68	
2015-11-04	41.6	32.06	0.77	
2015-11-05	31.9	31.9	1	
2015-11-06	32.3	31.87	0.99	
2015-11-07	40.2	31.84	0.79	
2015-11-08	35.9	31.81	0.89	
2015-11-09	32.1	31.79	0.99	
2015-11-10	44.8	31.76	0.71	
2015-11-11	46.9	31.73	0.68	
2015-11-12	31.7	31.7	1	
2015-11-13	32	31.83	0.99	
2015-11-14	32.2	31.97	0.99	
2015-11-15	32.1	32.1	1	
2015-11-16	32.4	32.4	1	
2015-11-17	47.7	35.19	0.74	
2015-11-18	50.3	36.73	0.73	
2015-11-19	49.5	38.27	0.77	
2015-11-20	61.5	39.81	0.65	
2015-11-21	102	41.36	0.41	
2015-11-22	97.1	42.90	0.44	
2015-11-23	112	44.44	0.4	
2015-11-24	147	45.99	0.31	
2015-11-25	109	47.53	0.44	
2015-11-26	80.7	49.07	0.61	
2015-11-27	54.1	50.61	0.94	
2015-11-28	56.5	52.16	0.92	
2015-11-29	53.7	53.7	1	
2015-11-30	71.2	53.64	0.75	
2015-12-01	90.6	53.57	0.59	
2015-12-02	81.6	53.51	0.66	
2015-12-03	95.2	53.44	0.56	
2015-12-04	122	53.38	0.44	
2015-12-05	124	53.31	0.43	
2015-12-06	70.5	53.25	0.76	
2015-12-07	79.5	53.19	0.67	
2015-12-08	95.3	53.12	0.56	
2015-12-09	72.8	53.06	0.73	
2015-12-10	68.5	52.99	0.77	
2015-12-11	88.6	52.93	0.6	
2015-12-12	66.7	52.86	0.79	
2015-12-13	52.8	52.8	1	
2015-12-14	78.5	50.47	0.64	
2015-12-15	70.6	48.14	0.68	
2015-12-16	87.7	45.81	0.52	
2015-12-17	70.7	43.48	0.61	
2015-12-18	76.3	41.15	0.54	
2015-12-19	68.8	38.82	0.56	
2015-12-20	35.1	35.1	1	
2015-12-21	42.4	34.15	0.81	
2015-12-22	50.6	31.82	0.63	
2015-12-23	49.6	29.49	0.59	
2015-12-24	48.7	27.16	0.56	
2015-12-25	30.5	24.83	0.81	
2015-12-26	22.5	22.5	1	
2015-12-27	22.5	22.42	1	
2015-12-28	54.2	22.33	0.41	
2015-12-29	63.4	22.25	0.35	
2015-12-30	40.6	22.16	0.55	
2015-12-31	34.1	22.08	0.65	
2016-01-01	33.6	21.99	0.65	
2016-01-02	33.4	21.91	0.66	
2016-01-03	25.8	21.82	0.85	
2016-01-04	27.4	21.74	0.79	
2016-01-05	26.2	21.65	0.83	
2016-01-06	24.5	21.57	0.88	
2016-01-07	24.1	21.48	0.89	
2016-01-08	21.4	21.4	1	
2016-01-09	20.4	20.4	1	
2016-01-10	20.5	20.5	1	
2016-01-11	21.2	20.70	0.98	
2016-01-12	21.9	20.85	0.95	
2016-01-13	21.8	21.00	0.96	
2016-01-14	22.4	21.15	0.94	
2016-01-15	27.5	21.30	0.77	
2016-01-16	21.8	21.45	0.98	
2016-01-17	21.6	21.6	1	
2016-01-18	21.8	21.43	0.98	
2016-01-19	21.7	21.27	0.98	
2016-01-20	21.1	21.1	1	
2016-01-21	24.1	21.16	0.88	
2016-01-22	29.5	21.21	0.72	
2016-01-23	29.5	21.27	0.72	
2016-01-24	29.3	21.32	0.73	
2016-01-25	26.7	21.38	0.8	
2016-01-26	35.6	21.43	0.6	
2016-01-27	49.7	21.49	0.43	
2016-01-28	53.5	21.54	0.4	
2016-01-29	91.2	21.60	0.24	
2016-01-30	51.9	21.66	0.42	
2016-01-31	36.3	21.71	0.6	
2016-02-01	40.1	21.77	0.54	
2016-02-02	49.7	21.82	0.44	
2016-02-03	45.1	21.88	0.49	
2016-02-04	30.4	21.93	0.72	
2016-02-05	45.7	21.99	0.48	
2016-02-06	33	22.04	0.67	
2016-02-07	22.1	22.1	1	
2016-02-08	30	22.69	0.76	
2016-02-09	29.8	23.27	0.78	
2016-02-10	43.3	23.86	0.55	
2016-02-11	41.3	24.44	0.59	
2016-02-12	57.8	25.03	0.43	
2016-02-13	34.7	25.61	0.74	
2016-02-14	26.2	26.2	1	
2016-02-15	54.5	26.64	0.49	
2016-02-16	144	27.08	0.19	
2016-02-17	174	27.51	0.16	
2016-02-18	122	27.95	0.23	
2016-02-19	146	28.39	0.19	
2016-02-20	184	28.83	0.16	
2016-02-21	203	29.27	0.14	
2016-02-22	165	29.70	0.18	
2016-02-23	180	30.14	0.17	
2016-02-24	139	30.58	0.22	
2016-02-25	140	31.02	0.22	
2016-02-26	141	31.46	0.22	
2016-02-27	101	31.90	0.32	
2016-02-28	58.6	32.33	0.55	
2016-02-29	49.7	32.77	0.66	
2016-03-01	107	33.21	0.31	
2016-03-02	134	33.65	0.25	
2016-03-03	149	34.09	0.23	
2016-03-04	173	34.52	0.2	
2016-03-05	111	34.96	0.31	
2016-03-06	35.4	35.4	1	
2016-03-07	88.9	35.0	0.39	
2016-03-08	103	34.6	0.34	
2016-03-09	67.8	34.2	0.5	
2016-03-10	67.7	33.8	0.5	
2016-03-11	67.2	33.4	0.5	
2016-03-12	57	33.0	0.58	
2016-03-13	32.6	32.6	1	
2016-03-14	52.6	31.24	0.59	
2016-03-15	66.9	29.89	0.45	
2016-03-16	75.1	28.53	0.38	
2016-03-17	63.4	27.17	0.43	
2016-03-18	63.2	25.81	0.41	
2016-03-19	56	24.46	0.44	
2016-03-20	23.1	23.1	1	
2016-03-21	47.5	23.25	0.49	
2016-03-22	61.9	23.40	0.38	
2016-03-23	74.6	23.55	0.32	
2016-03-24	59.1	23.70	0.4	
2016-03-25	58.2	23.85	0.41	
2016-03-26	28.6	24.00	0.84	
2016-03-27	28.1	24.15	0.86	
2016-03-28	32.2	24.30	0.75	
2016-03-29	40.9	24.45	0.6	
2016-03-30	63.6	24.60	0.39	
2016-03-31	48.7	24.75	0.51	
2016-04-01	49.4	24.90	0.5	
2016-04-02	59.8	25.05	0.42	
2016-04-03	25.2	25.2	1	
2016-04-04	43.8	25.55	0.58	
2016-04-05	48.7	25.90	0.53	
2016-04-06	48.4	26.24	0.54	
2016-04-07	47.7	26.59	0.56	
2016-04-08	47.4	26.94	0.57	
2016-04-09	51.4	27.29	0.53	
2016-04-10	31.9	27.63	0.87	
2016-04-11	47	27.98	0.6	
2016-04-12	60.6	28.33	0.47	
2016-04-13	61.8	28.68	0.46	
2016-04-14	62.1	29.02	0.47	
2016-04-15	124	29.37	0.24	
2016-04-16	131	29.72	0.23	
2016-04-17	102	30.07	0.29	
2016-04-18	98.5	30.41	0.31	
2016-04-19	102	30.76	0.3	
2016-04-20	67.1	31.11	0.46	
2016-04-21	64	31.46	0.49	
2016-04-22	61.9	31.80	0.51	
2016-04-23	67.9	32.15	0.47	
2016-04-24	32.5	32.5	1	
2016-04-25	46	32.48	0.71	
2016-04-26	62.7	32.46	0.52	
2016-04-27	63.7	32.44	0.51	
2016-04-28	64.7	32.41	0.5	
2016-04-29	96.5	32.39	0.34	
2016-04-30	112	32.37	0.29	
2016-05-01	97.9	32.35	0.33	
2016-05-02	96.6	32.33	0.33	
2016-05-03	58.3	32.31	0.55	
2016-05-04	79.1	32.29	0.41	
2016-05-05	80.3	32.26	0.4	
2016-05-06	81	32.24	0.4	
2016-05-07	81.7	32.22	0.39	
2016-05-08	32.2	32.2	1	
2016-05-09	69.6	32.71	0.47	
2016-05-10	99.8	33.22	0.33	
2016-05-11	94.9	33.73	0.36	
2016-05-12	62.2	34.24	0.55	
2016-05-13	76.6	34.76	0.45	
2016-05-14	91.5	35.27	0.39	
2016-05-15	231	35.78	0.15	
2016-05-16	193	36.29	0.19	
2016-05-17	133	36.80	0.28	
2016-05-18	121	37.31	0.31	
2016-05-19	160	37.82	0.24	
2016-05-20	137	38.33	0.28	
2016-05-21	116	38.84	0.33	
