Date	Discharge	Baseflow	BFI Index	
2016-05-22	67.6	39.36	0.58	
2016-05-23	56.7	39.87	0.7	
2016-05-24	78	40.38	0.52	
2016-05-25	70.3	40.89	0.58	
2016-05-26	41.4	41.4	1	
2016-05-27	64.1	41.26	0.64	
2016-05-28	71.4	41.12	0.58	
2016-05-29	50	40.98	0.82	
2016-05-30	73.3	40.84	0.56	
2016-05-31	89.3	40.70	0.46	
2016-06-01	84.4	40.56	0.48	
2016-06-02	52.6	40.42	0.77	
2016-06-03	93.8	40.28	0.43	
2016-06-04	84.9	40.14	0.47	
2016-06-05	40	40	1	
2016-06-06	62.7	38.98	0.62	
2016-06-07	58.8	37.96	0.65	
2016-06-08	48.1	36.94	0.77	
2016-06-09	46.9	35.92	0.77	
2016-06-10	39.1	34.90	0.89	
2016-06-11	57.1	33.88	0.59	
2016-06-12	32.1	32.1	1	
2016-06-13	59.1	31.84	0.54	
2016-06-14	43.7	30.82	0.71	
2016-06-15	29.8	29.8	1	
2016-06-16	42.5	30.26	0.71	
2016-06-17	45.7	30.72	0.67	
2016-06-18	51.2	31.18	0.61	
2016-06-19	33.4	31.64	0.95	
2016-06-20	32.1	32.1	1	
2016-06-21	45.5	31.8	0.7	
2016-06-22	44.7	31.5	0.7	
2016-06-23	45.6	31.2	0.68	
2016-06-24	57.5	30.9	0.54	
2016-06-25	56.5	30.6	0.54	
2016-06-26	35.2	30.3	0.86	
2016-06-27	43.3	30.0	0.69	
2016-06-28	38.3	29.7	0.78	
2016-06-29	29.4	29.4	1	
2016-06-30	34.7	28.65	0.83	
2016-07-01	47.1	27.91	0.59	
2016-07-02	28.6	27.16	0.95	
2016-07-03	29.9	26.42	0.88	
2016-07-04	36.8	25.67	0.7	
2016-07-05	61.2	24.93	0.41	
2016-07-06	52	24.18	0.47	
2016-07-07	28	23.44	0.84	
2016-07-08	39.7	22.69	0.57	
2016-07-09	28	21.95	0.78	
2016-07-10	21.2	21.2	1	
2016-07-11	25.7	21.13	0.82	
2016-07-12	21.1	21.07	1	
2016-07-13	21	21	1	
2016-07-14	32.8	24.65	0.75	
2016-07-15	51.6	28.29	0.55	
2016-07-16	62.7	31.94	0.51	
2016-07-17	64	35.58	0.56	
2016-07-18	362	39.23	0.11	
2016-07-19	355	42.87	0.12	
2016-07-20	247	46.52	0.19	
2016-07-21	129	50.16	0.39	
2016-07-22	128	53.81	0.42	
2016-07-23	137	57.45	0.42	
2016-07-24	61.1	61.1	1	
2016-07-25	68.2	59.19	0.87	
2016-07-26	93.9	57.29	0.61	
2016-07-27	114	55.38	0.49	
2016-07-28	105	53.47	0.51	
2016-07-29	179	51.56	0.29	
2016-07-30	268	49.66	0.19	
2016-07-31	128	47.75	0.37	
2016-08-01	164	45.84	0.28	
2016-08-02	152	43.94	0.29	
2016-08-03	111	42.03	0.38	
2016-08-04	92.5	40.12	0.43	
2016-08-05	96.2	38.21	0.4	
2016-08-06	86.1	36.31	0.42	
2016-08-07	34.4	34.4	1	
2016-08-08	50.7	34.31	0.68	
2016-08-09	36.5	34.21	0.94	
2016-08-10	51.8	34.12	0.66	
2016-08-11	112	34.03	0.3	
2016-08-12	155	33.94	0.22	
2016-08-13	183	33.84	0.18	
2016-08-14	70.3	33.75	0.48	
2016-08-15	61.1	33.66	0.55	
2016-08-16	84.6	33.56	0.4	
2016-08-17	70.4	33.47	0.48	
2016-08-18	68.2	33.38	0.49	
2016-08-19	76.9	33.29	0.43	
2016-08-20	63.9	33.19	0.52	
2016-08-21	33.1	33.1	1	
2016-08-22	57.2	32.86	0.57	
2016-08-23	94.6	32.61	0.34	
2016-08-24	79.3	32.37	0.41	
2016-08-25	92.6	32.13	0.35	
2016-08-26	76.3	31.89	0.42	
2016-08-27	49.3	31.64	0.64	
2016-08-28	31.4	31.4	1	
2016-08-29	35.5	31.31	0.88	
2016-08-30	49.4	31.23	0.63	
2016-08-31	56.7	31.14	0.55	
2016-09-01	54.2	31.06	0.57	
2016-09-02	65.2	30.97	0.48	
2016-09-03	46.5	30.89	0.66	
2016-09-04	30.8	30.8	1	
2016-09-05	47.2	29.76	0.63	
2016-09-06	132	28.71	0.22	
2016-09-07	266	27.67	0.1	
2016-09-08	159	26.63	0.17	
2016-09-09	82.5	25.59	0.31	
2016-09-10	47.1	24.54	0.52	
2016-09-11	23.5	23.5	1	
2016-09-12	35.6	23.28	0.65	
2016-09-13	41.5	23.05	0.56	
2016-09-14	27.8	22.82	0.82	
2016-09-15	22.6	22.6	1	
2016-09-16	36.6	22.57	0.62	
2016-09-17	34.4	22.53	0.66	
2016-09-18	23	22.50	0.98	
2016-09-19	24.4	22.47	0.92	
2016-09-20	29.4	22.43	0.76	
2016-09-21	46.5	22.40	0.48	
2016-09-22	30.6	22.37	0.73	
2016-09-23	36.5	22.33	0.61	
2016-09-24	22.3	22.3	1	
2016-09-25	25.7	22.75	0.89	
2016-09-26	43	23.20	0.54	
2016-09-27	31.4	23.65	0.75	
2016-09-28	43.3	24.10	0.56	
2016-09-29	32.9	24.55	0.75	
2016-09-30	30.3	25.00	0.83	
2016-10-01	44.7	25.45	0.57	
2016-10-02	25.9	25.9	1	
2016-10-03	46.5	28.69	0.62	
2016-10-04	148	31.48	0.21	
2016-10-05	399	34.27	0.09	
2016-10-06	340	37.06	0.11	
2016-10-07	213	39.85	0.19	
2016-10-08	157	42.65	0.27	
2016-10-09	201	45.44	0.23	
2016-10-10	148	48.23	0.33	
2016-10-11	137	51.02	0.37	
2016-10-12	144	53.81	0.37	
2016-10-13	183	56.60	0.31	
2016-10-14	172	59.39	0.35	
2016-10-15	156	62.18	0.4	
2016-10-16	116	64.97	0.56	
2016-10-17	104	67.76	0.65	
2016-10-18	134	70.55	0.53	
2016-10-19	142	73.35	0.52	
2016-10-20	155	76.14	0.49	
2016-10-21	154	78.93	0.51	
2016-10-22	141	81.72	0.58	
2016-10-23	141	84.51	0.6	
2016-10-24	87.3	87.3	1	
2016-10-25	102	82.73	0.81	
2016-10-26	105	78.16	0.74	
2016-10-27	107	73.59	0.69	
2016-10-28	113	69.02	0.61	
2016-10-29	81.5	64.45	0.79	
2016-10-30	64.4	59.88	0.93	
2016-10-31	90.7	55.32	0.61	
2016-11-01	63.9	50.75	0.79	
2016-11-02	73.7	46.18	0.63	
2016-11-03	80.3	41.61	0.52	
2016-11-04	76.4	37.04	0.48	
2016-11-05	60.1	32.47	0.54	
2016-11-06	27.9	27.9	1	
2016-11-07	51	33.04	0.65	
2016-11-08	127	38.18	0.3	
2016-11-09	154	43.31	0.28	
2016-11-10	153	48.45	0.32	
2016-11-11	113	53.59	0.47	
2016-11-12	94.6	58.72	0.62	
2016-11-13	84.8	63.86	0.75	
2016-11-14	69	69	1	
2016-11-15	92.9	66.83	0.72	
2016-11-16	99.6	64.66	0.65	
2016-11-17	95.7	62.49	0.65	
2016-11-18	92.5	60.32	0.65	
2016-11-19	92.1	58.15	0.63	
2016-11-20	69.8	55.98	0.8	
2016-11-21	75.1	53.82	0.72	
2016-11-22	98.3	51.65	0.53	
2016-11-23	82.9	49.48	0.6	
2016-11-24	100	47.31	0.47	
2016-11-25	86.4	45.14	0.52	
2016-11-26	88.3	42.97	0.49	
2016-11-27	40.8	40.8	1	
2016-11-28	61	41.77	0.68	
2016-11-29	91.6	42.73	0.47	
2016-11-30	61.5	43.70	0.71	
2016-12-01	61.7	44.67	0.72	
2016-12-02	94.1	45.63	0.48	
2016-12-03	139	46.60	0.34	
2016-12-04	68.7	47.57	0.69	
2016-12-05	61.5	48.53	0.79	
2016-12-06	49.5	49.5	1	
2016-12-07	65.1	49.53	0.76	
2016-12-08	60.6	49.57	0.82	
2016-12-09	105	49.60	0.47	
2016-12-10	105	49.63	0.47	
2016-12-11	93.4	49.67	0.53	
2016-12-12	102	49.70	0.49	
2016-12-13	145	49.73	0.34	
2016-12-14	135	49.77	0.37	
2016-12-15	117	49.80	0.43	
2016-12-16	122	49.83	0.41	
2016-12-17	105	49.87	0.47	
2016-12-18	49.9	49.9	1	
2016-12-19	67	46.44	0.69	
2016-12-20	68.5	42.99	0.63	
2016-12-21	67.4	39.53	0.59	
2016-12-22	64.8	36.07	0.56	
2016-12-23	73.9	32.61	0.44	
2016-12-24	54.8	29.16	0.53	
2016-12-25	25.7	25.7	1	
2016-12-26	37.4	25.92	0.69	
2016-12-27	126	26.13	0.21	
2016-12-28	133	26.35	0.2	
2016-12-29	155	26.57	0.17	
2016-12-30	85.6	26.78	0.31	
2016-12-31	70	27.00	0.39	
2017-01-01	36	27.22	0.76	
2017-01-02	37.5	27.43	0.73	
2017-01-03	52.1	27.65	0.53	
2017-01-04	54.4	27.87	0.51	
2017-01-05	66.9	28.08	0.42	
2017-01-06	63.4	28.30	0.45	
2017-01-07	45.5	28.52	0.63	
2017-01-08	39.9	28.73	0.72	
2017-01-09	31.6	28.95	0.92	
2017-01-10	39.8	29.17	0.73	
2017-01-11	37.3	29.38	0.79	
2017-01-12	29.6	29.6	1	
2017-01-13	29.4	29.4	1	
2017-01-14	29.2	29.2	1	
2017-01-15	30.1	28.92	0.96	
2017-01-16	58.7	28.65	0.49	
2017-01-17	45.8	28.38	0.62	
2017-01-18	41.6	28.10	0.68	
2017-01-19	36.4	27.82	0.76	
2017-01-20	52.9	27.55	0.52	
2017-01-21	48.3	27.28	0.56	
2017-01-22	27	27	1	
2017-01-23	45.7	26.61	0.58	
2017-01-24	56.1	26.22	0.47	
2017-01-25	52.6	25.84	0.49	
2017-01-26	40	25.45	0.64	
2017-01-27	49.4	25.06	0.51	
2017-01-28	44	24.68	0.56	
2017-01-29	24.6	24.29	0.99	
2017-01-30	23.9	23.9	1	
2017-01-31	40.1	24.11	0.6	
2017-02-01	42.9	24.32	0.57	
2017-02-02	31.5	24.52	0.78	
2017-02-03	38.4	24.73	0.64	
2017-02-04	69.3	24.94	0.36	
2017-02-05	33.4	25.15	0.75	
2017-02-06	41.5	25.35	0.61	
2017-02-07	41.3	25.56	0.62	
2017-02-08	43.8	25.77	0.59	
2017-02-09	46.8	25.98	0.56	
2017-02-10	50.2	26.18	0.52	
2017-02-11	32.2	26.39	0.82	
2017-02-12	26.6	26.6	1	
2017-02-13	44.3	27.53	0.62	
2017-02-14	47.5	28.47	0.6	
2017-02-15	36.4	29.40	0.81	
2017-02-16	37	30.33	0.82	
2017-02-17	30.6	30.6	1	
2017-02-18	44	32.20	0.73	
2017-02-19	31.7	31.7	1	
2017-02-20	32.5	32.5	1	
2017-02-21	51.4	35.00	0.68	
2017-02-22	90.7	35.93	0.4	
2017-02-23	91.4	36.87	0.4	
2017-02-24	168	37.80	0.22	
2017-02-25	170	38.73	0.23	
2017-02-26	116	39.67	0.34	
2017-02-27	148	40.60	0.27	
2017-02-28	137	41.53	0.3	
2017-03-01	136	42.47	0.31	
2017-03-02	147	43.40	0.3	
2017-03-03	152	44.33	0.29	
2017-03-04	133	45.27	0.34	
2017-03-05	46.2	46.2	1	
2017-03-06	104	45.97	0.44	
2017-03-07	144	45.74	0.32	
2017-03-08	156	45.51	0.29	
2017-03-09	162	45.29	0.28	
2017-03-10	153	45.06	0.29	
2017-03-11	87.1	44.83	0.51	
2017-03-12	44.6	44.6	1	
2017-03-13	54.6	45.06	0.83	
2017-03-14	96.9	45.51	0.47	
2017-03-15	59.6	45.97	0.77	
2017-03-16	53	46.43	0.88	
2017-03-17	67.9	46.89	0.69	
2017-03-18	76.6	47.34	0.62	
2017-03-19	47.8	47.8	1	
2017-03-20	61.5	46.62	0.76	
2017-03-21	104	45.43	0.44	
2017-03-22	107	44.25	0.41	
2017-03-23	133	43.07	0.32	
2017-03-24	124	41.88	0.34	
2017-03-25	118	40.70	0.34	
2017-03-26	49.2	39.52	0.8	
2017-03-27	109	38.33	0.35	
2017-03-28	122	37.15	0.3	
2017-03-29	125	35.97	0.29	
2017-03-30	81.3	34.78	0.43	
2017-03-31	33.6	33.6	1	
2017-04-01	77.5	33.72	0.44	
2017-04-02	36.5	33.84	0.93	
2017-04-03	68.5	33.96	0.5	
2017-04-04	91.1	34.08	0.37	
2017-04-05	70.1	34.19	0.49	
2017-04-06	75.2	34.31	0.46	
2017-04-07	130	34.43	0.26	
2017-04-08	194	34.55	0.18	
2017-04-09	209	34.67	0.17	
2017-04-10	197	34.79	0.18	
2017-04-11	150	34.91	0.23	
2017-04-12	126	35.02	0.28	
2017-04-13	105	35.14	0.33	
2017-04-14	114	35.26	0.31	
2017-04-15	106	35.38	0.33	
2017-04-16	35.5	35.5	1	
2017-04-17	37.8	37.8	1	
2017-04-18	95.3	52.38	0.55	
2017-04-19	140	60.81	0.43	
2017-04-20	148	69.25	0.47	
2017-04-21	173	77.69	0.45	
2017-04-22	187	86.12	0.46	
2017-04-23	108	94.56	0.88	
2017-04-24	103	103	1	
2017-04-25	138	97.24	0.7	
2017-04-26	144	91.49	0.64	
2017-04-27	254	85.73	0.34	
2017-04-28	209	79.98	0.38	
2017-04-29	371	74.22	0.2	
2017-04-30	288	68.47	0.24	
2017-05-01	258	62.71	0.24	
2017-05-02	167	56.96	0.34	
2017-05-03	51.2	51.2	1	
2017-05-04	145	50.75	0.35	
2017-05-05	262	50.30	0.19	
2017-05-06	258	49.85	0.19	
2017-05-07	268	49.40	0.18	
2017-05-08	263	48.95	0.19	
2017-05-09	260	48.50	0.19	
2017-05-10	201	48.05	0.24	
2017-05-11	198	47.60	0.24	
2017-05-12	149	47.15	0.32	
2017-05-13	114	46.70	0.41	
2017-05-14	74.2	46.25	0.62	
2017-05-15	125	45.80	0.37	
2017-05-16	142	45.35	0.32	
2017-05-17	136	44.90	0.33	
2017-05-18	125	44.45	0.36	
2017-05-19	155	44.00	0.28	
2017-05-20	134	43.55	0.32	
2017-05-21	43.1	43.1	1	
2017-05-22	86.2	44.36	0.51	
2017-05-23	80.2	45.62	0.57	
2017-05-24	100	46.88	0.47	
2017-05-25	123	48.14	0.39	
2017-05-26	103	49.40	0.48	
2017-05-27	96.5	50.66	0.52	
2017-05-28	66	51.92	0.79	
2017-05-29	70	53.18	0.76	
2017-05-30	69.3	54.44	0.79	
2017-05-31	55.7	55.7	1	
2017-06-01	93	53.72	0.58	
2017-06-02	122	51.74	0.42	
2017-06-03	103	49.75	0.48	
2017-06-04	59	47.77	0.81	
2017-06-05	85.7	45.79	0.53	
2017-06-06	70.3	43.81	0.62	
2017-06-07	64.1	41.83	0.65	
2017-06-08	63.3	39.85	0.63	
2017-06-09	65.7	37.86	0.58	
2017-06-10	57	35.88	0.63	
2017-06-11	33.9	33.9	1	
2017-06-12	76.1	34.61	0.45	
2017-06-13	67.4	35.33	0.52	
2017-06-14	68.4	36.04	0.53	
2017-06-15	57.7	36.76	0.64	
2017-06-16	50	37.47	0.75	
2017-06-17	66.5	38.19	0.57	
2017-06-18	51.2	38.90	0.76	
2017-06-19	68.1	39.61	0.58	
2017-06-20	101	40.33	0.4	
2017-06-21	59.7	41.04	0.69	
2017-06-22	109	41.76	0.38	
2017-06-23	68.5	42.47	0.62	
2017-06-24	58.9	43.19	0.73	
2017-06-25	43.9	43.9	1	
2017-06-26	48	42.43	0.88	
2017-06-27	81.1	40.96	0.51	
2017-06-28	64.2	39.49	0.62	
2017-06-29	55.3	38.01	0.69	
2017-06-30	54.6	36.54	0.67	
2017-07-01	53.3	35.07	0.66	
2017-07-02	33.6	33.6	1	
2017-07-03	78.3	33.53	0.43	
2017-07-04	72.5	33.46	0.46	
2017-07-05	75.9	33.39	0.44	
2017-07-06	48.2	33.31	0.69	
2017-07-07	47.9	33.24	0.69	
2017-07-08	45	33.17	0.74	
2017-07-09	33.1	33.1	1	
2017-07-10	61.5	33.6	0.55	
2017-07-11	65.4	34.1	0.52	
2017-07-12	57.8	34.6	0.6	
2017-07-13	62.6	35.1	0.56	
2017-07-14	68.1	35.6	0.52	
2017-07-15	60.1	36.1	0.6	
2017-07-16	36.6	36.6	1	
2017-07-17	65.3	34.59	0.53	
2017-07-18	67	32.57	0.49	
2017-07-19	50.8	30.56	0.6	
2017-07-20	45.1	28.54	0.63	
2017-07-21	49.9	26.53	0.53	
2017-07-22	32.8	24.51	0.75	
2017-07-23	22.5	22.5	1	
2017-07-24	54.4	22.42	0.41	
2017-07-25	58.4	22.34	0.38	
2017-07-26	45.4	22.25	0.49	
2017-07-27	38.8	22.17	0.57	
2017-07-28	53.7	22.09	0.41	
2017-07-29	42.9	22.01	0.51	
2017-07-30	30.2	21.93	0.73	
2017-07-31	29.5	21.85	0.74	
2017-08-01	28.4	21.76	0.77	
2017-08-02	25.8	21.68	0.84	
2017-08-03	21.6	21.6	1	
2017-08-04	48.1	21.7	0.45	
2017-08-05	41.5	21.8	0.53	
2017-08-06	23.2	21.9	0.94	
2017-08-07	22	22	1	
2017-08-08	40.2	21.9	0.54	
2017-08-09	32.3	21.8	0.67	
2017-08-10	30.1	21.7	0.72	
2017-08-11	30.5	21.6	0.71	
2017-08-12	29.4	21.5	0.73	
2017-08-13	24.5	21.4	0.87	
2017-08-14	24.3	21.3	0.88	
2017-08-15	23.4	21.2	0.91	
2017-08-16	26.8	21.1	0.79	
2017-08-17	22.6	21.0	0.93	
2017-08-18	21.8	20.9	0.96	
2017-08-19	20.8	20.8	1	
2017-08-20	95.5	20.85	0.22	
2017-08-21	246	20.89	0.08	
2017-08-22	92.9	20.94	0.23	
2017-08-23	83.7	20.99	0.25	
2017-08-24	38.2	21.03	0.55	
2017-08-25	43.1	21.08	0.49	
2017-08-26	35.9	21.13	0.59	
2017-08-27	26.9	21.17	0.79	
2017-08-28	41.4	21.22	0.51	
2017-08-29	39	21.27	0.55	
2017-08-30	60.1	21.31	0.35	
2017-08-31	56.3	21.36	0.38	
2017-09-01	27.6	21.41	0.78	
2017-09-02	27.5	21.45	0.78	
2017-09-03	21.5	21.5	1	
2017-09-04	29.7	23.7	0.8	
2017-09-05	56.7	25.9	0.46	
2017-09-06	36.8	28.1	0.76	
2017-09-07	40.3	30.3	0.75	
2017-09-08	93.4	32.5	0.35	
2017-09-09	53	34.7	0.65	
2017-09-10	36.9	36.9	1	
2017-09-11	52.5	37.22	0.71	
2017-09-12	42.4	37.55	0.89	
2017-09-13	67.4	37.87	0.56	
2017-09-14	110	38.20	0.35	
2017-09-15	103	38.52	0.37	
2017-09-16	94.8	38.84	0.41	
2017-09-17	95	39.17	0.41	
2017-09-18	81.6	39.49	0.48	
2017-09-19	110	39.81	0.36	
2017-09-20	119	40.14	0.34	
2017-09-21	318	40.46	0.13	
2017-09-22	750	40.79	0.05	
2017-09-23	573	41.11	0.07	
2017-09-24	450	41.43	0.09	
2017-09-25	224	41.76	0.19	
2017-09-26	205	42.08	0.21	
2017-09-27	165	42.40	0.26	
2017-09-28	155	42.73	0.28	
2017-09-29	125	43.05	0.34	
2017-09-30	97.6	43.38	0.44	
2017-10-01	43.7	43.7	1	
2017-10-02	92.6	43.44	0.47	
2017-10-03	78.1	43.19	0.55	
2017-10-04	98.4	42.93	0.44	
2017-10-05	87.6	42.67	0.49	
2017-10-06	80.9	42.41	0.52	
2017-10-07	48.2	42.16	0.87	
2017-10-08	41.9	41.9	1	
2017-10-09	70.2	40.26	0.57	
2017-10-10	89.9	38.61	0.43	
2017-10-11	68.8	36.97	0.54	
2017-10-12	80.2	35.33	0.44	
2017-10-13	51.9	33.69	0.65	
2017-10-14	61.7	32.04	0.52	
2017-10-15	30.4	30.4	1	
2017-10-16	46.7	30.84	0.66	
2017-10-17	51.6	31.29	0.61	
2017-10-18	50.5	31.73	0.63	
2017-10-19	43.4	32.17	0.74	
2017-10-20	55.4	32.61	0.59	
2017-10-21	34.3	33.06	0.96	
2017-10-22	33.5	33.5	1	
2017-10-23	79.3	35.09	0.44	
2017-10-24	195	36.67	0.19	
2017-10-25	151	38.26	0.25	
2017-10-26	129	39.85	0.31	
2017-10-27	143	41.43	0.29	
2017-10-28	164	43.02	0.26	
2017-10-29	194	44.60	0.23	
2017-10-30	270	46.19	0.17	
2017-10-31	244	47.78	0.2	
2017-11-01	198	49.36	0.25	
2017-11-02	170	50.95	0.3	
2017-11-03	164	52.54	0.32	
2017-11-04	169	54.12	0.32	
2017-11-05	129	55.71	0.43	
2017-11-06	96.8	57.30	0.59	
2017-11-07	127	58.88	0.46	
2017-11-08	134	60.47	0.45	
2017-11-09	135	62.05	0.46	
2017-11-10	137	63.64	0.46	
2017-11-11	137	65.23	0.48	
2017-11-12	73	66.81	0.92	
2017-11-13	68.4	68.4	1	
2017-11-14	75.8	75.8	1	
2017-11-15	89.3	76.7	0.86	
2017-11-16	94.5	77.6	0.82	
2017-11-17	88.8	78.5	0.88	
2017-11-18	103	79.4	0.77	
2017-11-19	80.3	80.3	1	
2017-11-20	101	80.96	0.8	
2017-11-21	86.1	81.62	0.95	
2017-11-22	101	82.29	0.81	
2017-11-23	115	82.95	0.72	
2017-11-24	104	83.61	0.8	
2017-11-25	104	84.28	0.81	
2017-11-26	98.9	84.94	0.86	
2017-11-27	85.6	85.6	1	
2017-11-28	136	84.66	0.62	
2017-11-29	146	83.72	0.57	
2017-11-30	109	82.78	0.76	
2017-12-01	103	81.84	0.79	
2017-12-02	80.9	80.9	1	
2017-12-03	85.1	78.93	0.93	
2017-12-04	90.1	76.97	0.85	
2017-12-05	104	75.00	0.72	
2017-12-06	91.1	73.03	0.8	
2017-12-07	97.5	71.07	0.73	
2017-12-08	107	69.10	0.65	
2017-12-09	106	67.13	0.63	
2017-12-10	80.7	65.17	0.81	
2017-12-11	63.2	63.2	1	
2017-12-12	87.4	63.23	0.72	
2017-12-13	75	63.26	0.84	
2017-12-14	79.9	63.29	0.79	
2017-12-15	84.8	63.32	0.75	
2017-12-16	114	63.35	0.56	
2017-12-17	74.9	63.38	0.85	
2017-12-18	108	63.41	0.59	
2017-12-19	107	63.44	0.59	
2017-12-20	75.1	63.47	0.85	
2017-12-21	63.5	63.5	1	
2017-12-22	77.2	61.77	0.8	
2017-12-23	90.3	60.03	0.66	
2017-12-24	58.3	58.3	1	
2017-12-25	91.2	57.61	0.63	
2017-12-26	106	56.92	0.54	
2017-12-27	122	56.24	0.46	
2017-12-28	127	55.55	0.44	
2017-12-29	111	54.86	0.49	
2017-12-30	102	54.18	0.53	
2017-12-31	85.4	53.49	0.63	
2018-01-01	52.8	52.8	1	
2018-01-02	109	51.34	0.47	
2018-01-03	115	49.88	0.43	
2018-01-04	115	48.42	0.42	
2018-01-05	127	46.96	0.37	
2018-01-06	109	45.50	0.42	
2018-01-07	77.6	44.04	0.57	
2018-01-08	97.3	42.58	0.44	
2018-01-09	66.5	41.12	0.62	
2018-01-10	53.4	39.66	0.74	
2018-01-11	122	38.20	0.31	
2018-01-12	107	36.74	0.34	
2018-01-13	52.9	35.28	0.67	
2018-01-14	38	33.82	0.89	
2018-01-15	73	32.36	0.44	
2018-01-16	40.9	30.90	0.76	
2018-01-17	96.5	29.44	0.31	
2018-01-18	70.7	27.98	0.4	
2018-01-19	84.9	26.52	0.31	
2018-01-20	60	25.06	0.42	
2018-01-21	23.6	23.6	1	
2018-01-22	79.6	23.87	0.3	
2018-01-23	65.1	24.13	0.37	
2018-01-24	45.3	24.40	0.54	
2018-01-25	36.3	24.67	0.68	
2018-01-26	92.7	24.93	0.27	
2018-01-27	84.4	25.20	0.3	
2018-01-28	37	25.47	0.69	
2018-01-29	31.6	25.73	0.81	
2018-01-30	26	26	1	
2018-01-31	41.8	26.57	0.64	
2018-02-01	68.3	27.13	0.4	
2018-02-02	97.1	27.70	0.29	
2018-02-03	35.1	28.27	0.81	
2018-02-04	31.8	28.83	0.91	
2018-02-05	55.8	29.40	0.53	
2018-02-06	47	29.97	0.64	
2018-02-07	52.3	30.53	0.58	
2018-02-08	61.8	31.10	0.5	
2018-02-09	62	31.67	0.51	
2018-02-10	47	32.23	0.69	
2018-02-11	32.8	32.8	1	
2018-02-12	29.7	29.7	1	
2018-02-13	46	29.77	0.65	
2018-02-14	52.5	28.26	0.54	
2018-02-15	60.5	26.74	0.44	
2018-02-16	32.8	25.23	0.77	
2018-02-17	24.9	23.71	0.95	
2018-02-18	22.2	22.2	1	
2018-02-19	25.5	22.31	0.87	
2018-02-20	29.8	22.42	0.75	
2018-02-21	29.8	22.52	0.76	
2018-02-22	30.4	22.63	0.74	
2018-02-23	55.6	22.74	0.41	
2018-02-24	28.6	22.85	0.8	
2018-02-25	28.6	22.95	0.8	
2018-02-26	30.6	23.06	0.75	
2018-02-27	33.2	23.17	0.7	
2018-02-28	31.9	23.28	0.73	
2018-03-01	63.3	23.38	0.37	
2018-03-02	38.5	23.49	0.61	
2018-03-03	23.6	23.6	1	
2018-03-04	22.7	22.7	1	
2018-03-05	32.8	22.98	0.7	
2018-03-06	85.1	23.25	0.27	
2018-03-07	103	23.52	0.23	
2018-03-08	59.1	23.80	0.4	
2018-03-09	58.9	24.08	0.41	
2018-03-10	72.8	24.35	0.33	
2018-03-11	50.7	24.62	0.49	
2018-03-12	71.4	24.90	0.35	
2018-03-13	138	25.18	0.18	
2018-03-14	190	25.45	0.13	
2018-03-15	158	25.72	0.16	
2018-03-16	117	26.00	0.22	
2018-03-17	95.3	26.28	0.28	
2018-03-18	62.9	26.55	0.42	
2018-03-19	112	26.82	0.24	
2018-03-20	111	27.10	0.24	
2018-03-21	83.5	27.38	0.33	
2018-03-22	60.5	27.65	0.46	
2018-03-23	82.9	27.92	0.34	
2018-03-24	72.7	28.20	0.39	
2018-03-25	53.9	28.48	0.53	
2018-03-26	84.5	28.75	0.34	
2018-03-27	101	29.02	0.29	
2018-03-28	78.3	29.30	0.37	
2018-03-29	34.5	29.58	0.86	
2018-03-30	43.9	29.85	0.68	
2018-03-31	50.8	30.12	0.59	
2018-04-01	30.4	30.4	1	
2018-04-02	112	30.81	0.28	
2018-04-03	157	31.22	0.2	
2018-04-04	98.3	31.64	0.32	
2018-04-05	113	32.05	0.28	
2018-04-06	80.7	32.46	0.4	
2018-04-07	118	32.87	0.28	
2018-04-08	67.9	33.28	0.49	
2018-04-09	124	33.69	0.27	
2018-04-10	131	34.11	0.26	
2018-04-11	118	34.52	0.29	
2018-04-12	121	34.93	0.29	
2018-04-13	99.1	35.34	0.36	
2018-04-14	50.8	35.75	0.7	
2018-04-15	51.1	36.16	0.71	
2018-04-16	80.6	36.58	0.45	
2018-04-17	96.8	36.99	0.38	
2018-04-18	37.4	37.4	1	
2018-04-19	63.5	37.35	0.59	
2018-04-20	68.1	37.29	0.55	
2018-04-21	72.7	37.24	0.51	
2018-04-22	53.1	37.18	0.7	
2018-04-23	73.4	37.13	0.51	
2018-04-24	61.6	37.08	0.6	
2018-04-25	54.1	37.02	0.68	
2018-04-26	113	36.97	0.33	
2018-04-27	103	36.92	0.36	
2018-04-28	65.2	36.86	0.57	
2018-04-29	81.4	36.81	0.45	
2018-04-30	63.6	36.75	0.58	
2018-05-01	36.7	36.7	1	
2018-05-02	71	37.2	0.52	
2018-05-03	60.1	37.7	0.63	
2018-05-04	47.1	38.2	0.81	
2018-05-05	56.1	38.7	0.69	
2018-05-06	66.9	39.2	0.59	
2018-05-07	75.9	39.7	0.52	
2018-05-08	80.6	40.2	0.5	
2018-05-09	99.7	40.7	0.41	
2018-05-10	89.4	41.2	0.46	
2018-05-11	89.5	41.7	0.47	
2018-05-12	77.9	42.2	0.54	
2018-05-13	72.2	42.7	0.59	
2018-05-14	48.6	43.2	0.89	
2018-05-15	63.2	43.7	0.69	
2018-05-16	54.6	44.2	0.81	
2018-05-17	44.7	44.7	1	
2018-05-18	48.5	45.3	0.93	
2018-05-19	45.9	45.9	1	
2018-05-20	60.6	45.28	0.75	
2018-05-21	52.9	44.67	0.84	
2018-05-22	52.9	44.05	0.83	
2018-05-23	62	43.43	0.7	
2018-05-24	64.3	42.82	0.67	
